"mouse_gene","human_gene"
"Rskr","RSKR"
"Rtl3","RTL3"
"Rtl4","RTL4"
"Rtl5","RTL5"
"Rtl6","RTL6"
"Rtl8c","RTL8A"
"Rtl8c","RTL8B"
"Rtl8c","RTL8C"
"Rtl8b","RTL8A"
"Rtl8b","RTL8B"
"Rtl8b","RTL8C"
"Rtl8a","RTL8A"
"Rtl8a","RTL8B"
"Rtl8a","RTL8C"
"Rtl9","RTL9"
"Rufy4","RUFY4"
"Rwdd2a","RWDD2A"
"Rxfp4","RXFP4"
"S100a2","S100A2"
"S100a3","S100A3"
"S100a7a","S100A7"
"S100a7a","S100A7A"
"S100a7a","S100A7L2"
"S100a8","S100A8"
"Gm5849","S100A9"
"S100a9","S100A9"
"S100g","S100G"
"S100pbp","S100PBP"
"Samd15","SAMD15"
"Samd4b","SAMD4B"
"Samd5","SAMD5"
"Sap25","SAP25"
"Satl1","SATL1"
"Saxo1","SAXO1"
"Saxo5","SAXO5"
"Sbspon","SBSPON"
"Scand1","SCAND1"
"Scart2","SCART1"
"Scart1","SCART1"
"Scgb1a1","SCGB1A1"
"Scgb1c1","SCGB1C1"
"Scgb1c1","SCGB1C2"
"Scgb2a2","SCGB2A1"
"Scgb2a2","SCGB2A2"
"Scgb3a1","SCGB3A1"
"Scgb3a2","SCGB3A2"
"Scimp","SCIMP"
"Scn11a","SCN11A"
"Scn3b","SCN3B"
"Scnn1a","SCNN1A"
"Scnn1b","SCNN1B"
"Scnn1g","SCNN1G"
"Scpppq1","SCPPPQ1"
"Scrg1","SCRG1"
"Scrn1","SCRN1"
"Sct","SCT"
"A030003K21Rik","SCYGR1"
"A030003K21Rik","SCYGR2"
"A030003K21Rik","SCYGR3"
"A030003K21Rik","SCYGR4"
"A030003K21Rik","SCYGR6"
"A030003K21Rik","SCYGR7"
"A030003K21Rik","SCYGR8"
"A030003K21Rik","SCYGR9"
"Krtap28-10","SCYGR1"
"Krtap28-10","SCYGR2"
"Krtap28-10","SCYGR3"
"Krtap28-10","SCYGR4"
"Krtap28-10","SCYGR6"
"Krtap28-10","SCYGR7"
"Krtap28-10","SCYGR8"
"Krtap28-10","SCYGR9"
"Krtap28-13","SCYGR1"
"Krtap28-13","SCYGR2"
"Krtap28-13","SCYGR3"
"Krtap28-13","SCYGR4"
"Krtap28-13","SCYGR6"
"Krtap28-13","SCYGR7"
"Krtap28-13","SCYGR8"
"Krtap28-13","SCYGR9"
"Gm6217","SCYGR1"
"Gm6217","SCYGR2"
"Gm6217","SCYGR3"
"Gm6217","SCYGR4"
"Gm6217","SCYGR6"
"Gm6217","SCYGR7"
"Gm6217","SCYGR8"
"Gm6217","SCYGR9"
"A030005K14Rik","SCYGR1"
"A030005K14Rik","SCYGR2"
"A030005K14Rik","SCYGR3"
"A030005K14Rik","SCYGR4"
"A030005K14Rik","SCYGR6"
"A030005K14Rik","SCYGR7"
"A030005K14Rik","SCYGR8"
"A030005K14Rik","SCYGR9"
"A030005L19Rik","SCYGR1"
"A030005L19Rik","SCYGR2"
"A030005L19Rik","SCYGR3"
"A030005L19Rik","SCYGR4"
"A030005L19Rik","SCYGR6"
"A030005L19Rik","SCYGR7"
"A030005L19Rik","SCYGR8"
"A030005L19Rik","SCYGR9"
"A030014E15Rik","SCYGR1"
"A030014E15Rik","SCYGR2"
"A030014E15Rik","SCYGR3"
"A030014E15Rik","SCYGR4"
"A030014E15Rik","SCYGR6"
"A030014E15Rik","SCYGR7"
"A030014E15Rik","SCYGR8"
"A030014E15Rik","SCYGR9"
"Sdc1","SDC1"
"Sdr9c7","SDR9C7"
"Sec11c","SEC11C"
"Sec14l2","SEC14L2"
"Sec14l3","SEC14L3"
"Sec14l4","SEC14L4"
"Sec14l5","SEC14L5"
"Sec24b","SEC24B"
"Sec24c","SEC24C"
"Sec61a2","SEC61A2"
"Sectm1b","SECTM1"
"Sectm1a","SECTM1"
"Sel1l2","SEL1L2"
"Sel1l3","SEL1L3"
"Selenov","SELENOV"
"Sema3g","SEMA3G"
"Semg1","SEMG1"
"Semg1","SEMG2"
"Septin1","SEPTIN1"
"Septin11","SEPTIN11"
"Septin12","SEPTIN12"
"Serinc3","SERINC3"
"Serpinb10","SERPINB10"
"Serpinb11","SERPINB11"
"Serpinb12","SERPINB12"
"Serpinb13","SERPINB13"
"Serpinb2","SERPINB2"
"Serpinb3c","SERPINB3"
"Serpinb3c","SERPINB4"
"Serpinb3b","SERPINB3"
"Serpinb3b","SERPINB4"
"Serpinb3d","SERPINB3"
"Serpinb3d","SERPINB4"
"Serpinb3a","SERPINB3"
"Serpinb3a","SERPINB4"
"Serpinb5","SERPINB5"
"Serpinb7","SERPINB7"
"Serpini2","SERPINI2"
"Sertad4b-ps","SERTAD4BP"
"Sertm1","SERTM1"
"Sertm2","SERTM2"
"Sez6l","SEZ6L"
"Sfrp4","SFRP4"
"Sfta2","SFTA2"
"Sftpa1","SFTPA1"
"Sftpa1","SFTPA2"
"Sftpc","SFTPC"
"Sgcz","SGCZ"
"Sgms1os1","SGMS1-AS1"
"Sgpl1","SGPL1"
"Sh2b2","SH2B2"
"Sh2d1b2","SH2D1B"
"Sh2d1b1","SH2D1B"
"Sh2d2a","SH2D2A"
"Sh3rf3","SH3RF3"
"Sh3tc1","SH3TC1"
"Shb","SHB"
"Shc4","SHC4"
"Shcbp1l","SHCBP1L"
"Shisa6","SHISA6"
"Shisal2a","SHISAL2A"
"Shisal2b","SHISAL2B"
"Shld1","SHLD1"
"Shoc1","SHOC1"
"Shpk","SHPK"
"Shroom4","SHROOM4"
"Siah3","SIAH3"
"Sidt1","SIDT1"
"Siglecl2","SIGLEC1"
"Siglecl2","SIGLEC24P"
"Siglecl2","SIGLECL1"
"Silc1","SILC1"
"Sirpa","SIRPA"
"Sirpb1c","SIRPB1"
"Sirpb1c","SIRPG"
"Gm5150","SIRPB2"
"Sirpd","SIRPD"
"Sirpb1a","SIRPG"
"Sirpb1b","SIRPG"
"Sit1","SIT1"
"Slamf1","SLAMF1"
"Slamf6","SLAMF6"
"Slamf7","SLAMF7"
"Slamf8","SLAMF8"
"Slamf9","SLAMF9"
"Slc10a5","SLC10A5"
"Slc10a6","SLC10A6"
"Slc12a3","SLC12A3"
"Slc15a3","SLC15A3"
"Slc16a14","SLC16A14"
"Slc18a1","SLC18A1"
"Slc22a28","SLC22A10"
"Slc22a28","SLC22A25"
"Slc22a28","SLC22A9"
"Slc22a27","SLC22A10"
"Slc22a27","SLC22A25"
"Slc22a27","SLC22A9"
"Slc22a19","SLC22A10"
"Slc22a19","SLC22A25"
"Slc22a19","SLC22A9"
"Slc22a30","SLC22A10"
"Slc22a30","SLC22A25"
"Slc22a30","SLC22A9"
"Slc22a29","SLC22A10"
"Slc22a29","SLC22A25"
"Slc22a29","SLC22A9"
"Slc22a12","SLC22A12"
"Slc22a26","SLC22A25"
"Slc22a26","SLC22A9"
"Slc25a13","SLC25A13"
"Slc25a30","SLC25A30"
"Slc25a31","SLC25A31"
"Slc25a45","SLC25A45"
"Slc25a53","SLC25A53"
"Slc26a7","SLC26A7"
"Slc26a8","SLC26A8"
"Slc26a9","SLC26A9"
"Slc27a3","SLC27A3"
"Slc28a3","SLC28A3"
"Slc2a4","SLC2A4"
"Slc2a7","SLC2A7"
"Slc30a3","SLC30A3"
"Slc34a3","SLC34A3"
"Slc35f1","SLC35F1"
"Slc35f5","SLC35F5"
"Slc35g3","SLC35G3"
"Slc35g3","SLC35G4"
"Slc35g3","SLC35G5"
"Slc35g3","SLC35G6"
"Slc38a1","SLC38A1"
"Slc39a12","SLC39A12"
"Slc41a3","SLC41A3"
"Slc44a3","SLC44A3"
"Slc46a2","SLC46A2"
"Slc4a9","SLC4A9"
"Slc66a2","SLC66A2"
"Slc6a12","SLC6A12"
"Slc6a20b","SLC6A20"
"Slc6a20a","SLC6A20"
"Slc6a7","SLC6A7"
"Slc7a13","SLC7A13"
"Slc9a9","SLC9A9"
"Slc9c1","SLC9C1"
"Slco4c1","SLCO4C1"
"Slco6d1","SLCO6A1"
"Slco6c1","SLCO6A1"
"Slfn9","SLFN11"
"Slfn9","SLFN13"
"Slfn8","SLFN11"
"Slfn8","SLFN13"
"Slfn4","SLFN12"
"Slfn4","SLFN12L"
"Slfn1","SLFN12"
"Slfn2","SLFN12"
"Slfn3","SLFN12"
"Slfn3","SLFN12L"
"Slfn14","SLFN14"
"Slfn5","SLFN5"
"Slfnl1","SLFNL1"
"Slitrk1","SLITRK1"
"Slitrk5","SLITRK5"
"Slitrk6","SLITRK6"
"Sln","SLN"
"Slpi","SLPI"
"Slurp1","SLURP1"
"Slurp2","SLURP2"
"Smagp","SMAGP"
"Smarcd2","SMARCD2"
"Smbd1","SMBD1P"
"Smco1","SMCO1"
"Smco2","SMCO2"
"Smco3","SMCO3"
"Smcp","SMCP"
"Smim10l2a","SMIM10"
"Smim10l2a","SMIM10L2A"
"Smim10l2a","SMIM10L2B"
"Smim10l1","SMIM10L1"
"Smim11","SMIM11"
"Smim17","SMIM17"
"Smim22","SMIM22"
"Smim23","SMIM23"
"Smim26","SMIM26"
"Smim27","SMIM27"
"Smim3","SMIM3"
"Smim30","SMIM30"
"Smim31","SMIM31"
"Smim32","SMIM32"
"Smim33","SMIM33"
"Smim34","SMIM34"
"Smim35","SMIM35"
"Smim36","SMIM36"
"Smim38","SMIM38"
"Smim39","SMIM39"
"Smim40","SMIM40"
"Smim40-ps","SMIM40"
"Smim41","SMIM41"
"Smim43","SMIM43"
"Smim45","SMIM45"
"Smim9","SMIM9"
"Smlr1","SMLR1"
"Smr3a","SMR3A"
"Smr2l","SMR3A"
"Smr2l","SMR3B"
"Smr2","SMR3B"
"Snca","SNCA"
"Snhg10","SNHG10"
"Snhg11","SNHG11"
"Snhg12","SNHG12"
"Snhg14","SNHG14"
"Snhg15","SNHG15"
"Snhg16","SNHG16"
"Snhg18","SNHG18"
"Snhg20","SNHG20"
"Snhg3","SNHG3"
"Snhg5","SNHG5"
"Snhg6","SNHG6"
"Snhg7","SNHG7"
"Snhg8","SNHG8"
"Snhg9","SNHG9"
"Snora62","SNORA62"
"Snora64","SNORA64"
"Snord123","SNORD123"
"Snord32a","SNORD32A"
"Snord33","SNORD33"
"Snord34","SNORD34"
"Snord35b","SNORD35B"
"Snord61","SNORD61"
"Snord82","SNORD82"
"Snrpg","SNRPG"
"Snrpg","SNRPGP15"
"Sntg2","SNTG2"
"Sntn","SNTN"
"Snurf","SNURF"
"Snx31","SNX31"
"Snx32","SNX32"
"Sohlh1","SOHLH1"
"Sorbs1","SORBS1"
"Sowahb","SOWAHB"
"Sox1ot","SOX1-OT"
"Sox21os1","SOX21-AS1"
"Sox30","SOX30"
"Csprs","SP100"
"Sp110","SP110"
"Spaar","SPAAR"
"Spaca1","SPACA1"
"Spaca4","SPACA4"
"Spaca7","SPACA7"
"Spag11b","SPAG11A"
"Spag11b","SPAG11B"
"Spag16","SPAG16"
"Spag4","SPAG4"
"Spag5","SPAG5"
"Spata16","SPATA16"
"Spata19","SPATA19"
"Spata21","SPATA21"
"Spata22","SPATA22"
"Spata24","SPATA24"
"Spata25","SPATA25"
"Spata3","SPATA3"
"Spata31","SPATA31A1"
"Spata31","SPATA31A3"
"Spata31","SPATA31A5"
"Spata31","SPATA31A6"
"Spata31","SPATA31A7"
"Spata31","SPATA31C1"
"Spata31","SPATA31C2"
"Spata31","SPATA31E1"
"Spata31d1b","SPATA31D1"
"Spata31d1b","SPATA31D3"
"Spata31d1b","SPATA31D4"
"Spata31d1a","SPATA31D1"
"Spata31d1a","SPATA31D3"
"Spata31d1a","SPATA31D4"
"Spata31d1d","SPATA31D1"
"Spata31d1e","SPATA31D1"
"Spata31d1c","SPATA31D3"
"Spata31e1","SPATA31E1"
"Spata31f1b","SPATA31F1"
"Spata31f1b","SPATA31F2P"
"Spata31f1d","SPATA31F1"
"Spata31f1d","SPATA31F2P"
"Spata31f1c","SPATA31F1"
"Spata31f1c","SPATA31F2P"
"Spata31f1a","SPATA31F1"
"Spata31f1a","SPATA31F2P"
"Spata31f3","SPATA31F3"
"Spata31g1","SPATA31G1"
"Spata32","SPATA32"
"Spata33","SPATA33"
"Spata46","SPATA46"
"Spata9","SPATA9"
"Spatc1","SPATC1"
"Spatc1l","SPATC1L"
"Spats1","SPATS1"
"Spdef","SPDEF"
"Spdye4b","SPDYE1"
"Spdye4b","SPDYE10"
"Spdye4b","SPDYE11"
"Spdye4b","SPDYE12"
"Spdye4b","SPDYE13"
"Spdye4b","SPDYE14"
"Spdye4b","SPDYE15"
"Spdye4b","SPDYE16"
"Spdye4b","SPDYE17"
"Spdye4b","SPDYE18"
"Spdye4b","SPDYE2"
"Spdye4b","SPDYE21"
"Spdye4b","SPDYE2B"
"Spdye4b","SPDYE3"
"Spdye4b","SPDYE4"
"Spdye4b","SPDYE5"
"Spdye4b","SPDYE6"
"Spdye4b","SPDYE7P"
"Spdye4b","SPDYE8"
"Spdye4b","SPDYE9"
"Spdye4a","SPDYE4"
"Spem1","SPEM1"
"Spem2","SPEM2"
"Spem3","SPEM3"
"Spesp1","SPESP1"
"Sphk1","SPHK1"
"Spib","SPIB"
"Spin1","SPIN1"
"Spin2g","SPIN2A"
"Spin2g","SPIN2B"
"Spin2d","SPIN2A"
"Spin2d","SPIN2B"
"Spin2c","SPIN2A"
"Spin2c","SPIN2B"
"Spin2f","SPIN2A"
"Spin2f","SPIN2B"
"Spink1","SPINK1"
"Spink13","SPINK13"
"Spink14","SPINK14"
"Spink5","SPINK5"
"Spink6","SPINK6"
"Spink7","SPINK7"
"Spink8","SPINK8"
"Spink12","SPINK9"
"Spint3","SPINT3"
"Spint4","SPINT4"
"Spint5","SPINT5P"
"Spmap1","SPMAP1"
"Spmap2l","SPMAP2L"
"Spmip1","SPMIP1"
"Spmip10","SPMIP10"
"Spmip11","SPMIP11"
"Spmip2","SPMIP2"
"Spmip3","SPMIP3"
"Spmip4","SPMIP4"
"Spmip5","SPMIP5"
"Spmip6","SPMIP6"
"Spmip7","SPMIP7"
"Spmip8","SPMIP8"
"Spmip9","SPMIP9"
"Spn","SPN"
"Spocd1","SPOCD1"
"Spp1","SPP1"
"Sppl2c","SPPL2C"
"Sprr1a","SPRR1A"
"Sprr1b","SPRR1B"
"Sprr2d","SPRR2A"
"Sprr2d","SPRR2B"
"Sprr2d","SPRR2D"
"Sprr2d","SPRR2E"
"Sprr2d","SPRR2F"
"Sprr2d","SPRR2G"
"Sprr2i","SPRR2A"
"Sprr2i","SPRR2B"
"Sprr2i","SPRR2D"
"Sprr2i","SPRR2E"
"Sprr2i","SPRR2F"
"Sprr2i","SPRR2G"
"Sprr2e","SPRR2A"
"Sprr2e","SPRR2B"
"Sprr2e","SPRR2D"
"Sprr2e","SPRR2E"
"Sprr2e","SPRR2F"
"Sprr2e","SPRR2G"
"Sprr3","SPRR3"
"Sprr4","SPRR4"
"Sprr5","SPRR5"
"Spry3","SPRY3"
"Spsb2","SPSB2"
"Spta1","SPTA1"
"Spz1","SPZ1"
"Srarp","SRARP"
"Srgap3","SRGAP3"
"Sri","SRI"
"Srm","SRM"
"Srsf12","SRSF12"
"Srsf19","SRSF8"
"Ss18l1","SS18L1"
"Ssbp4","SSBP4"
"Ssc4d","SSC4D"
"Ssc5d","SSC5D"
"Ssmem1","SSMEM1"
"Ssr2","SSR2"
"Sstr1","SSTR1"
"Sstr3","SSTR3"
"Ssxb16","SSX1"
"Ssxb16","SSX2"
"Ssxb16","SSX2B"
"Ssxb16","SSX3"
"Ssxb16","SSX4"
"Ssxb16","SSX4B"
"Ssxb16","SSX5"
"Ssxb16","SSX6P"
"Ssxb16","SSX7"
"Ssxb16","SSX8P"
"Ssxb16","SSX9P"
"Ssxb3","SSX1"
"Ssxb3","SSX2"
"Ssxb3","SSX2B"
"Ssxb3","SSX3"
"Ssxb3","SSX4"
"Ssxb3","SSX4B"
"Ssxb3","SSX5"
"Ssxb3","SSX6P"
"Ssxb3","SSX7"
"Ssxb3","SSX8P"
"Ssxb3","SSX9P"
"Ssxb8","SSX1"
"Ssxb8","SSX2"
"Ssxb8","SSX2B"
"Ssxb8","SSX3"
"Ssxb8","SSX4"
"Ssxb8","SSX4B"
"Ssxb8","SSX5"
"Ssxb8","SSX6P"
"Ssxb8","SSX7"
"Ssxb8","SSX8P"
"Ssxb8","SSX9P"
"Ssxb9","SSX1"
"Ssxb9","SSX2"
"Ssxb9","SSX2B"
"Ssxb9","SSX3"
"Ssxb9","SSX4"
"Ssxb9","SSX4B"
"Ssxb9","SSX5"
"Ssxb9","SSX6P"
"Ssxb9","SSX7"
"Ssxb9","SSX8P"
"Ssxb9","SSX9P"
"Ssxb1","SSX1"
"Ssxb1","SSX2"
"Ssxb1","SSX2B"
"Ssxb1","SSX3"
"Ssxb1","SSX4"
"Ssxb1","SSX4B"
"Ssxb1","SSX5"
"Ssxb1","SSX6P"
"Ssxb1","SSX7"
"Ssxb1","SSX8P"
"Ssxb1","SSX9P"
"Ssxb5","SSX1"
"Ssxb5","SSX2"
"Ssxb5","SSX2B"
"Ssxb5","SSX3"
"Ssxb5","SSX4"
"Ssxb5","SSX4B"
"Ssxb5","SSX5"
"Ssxb5","SSX6P"
"Ssxb5","SSX7"
"Ssxb5","SSX8P"
"Ssxb5","SSX9P"
"Ssxb6","SSX1"
"Ssxb6","SSX2"
"Ssxb6","SSX2B"
"Ssxb6","SSX3"
"Ssxb6","SSX4"
"Ssxb6","SSX4B"
"Ssxb6","SSX5"
"Ssxb6","SSX6P"
"Ssxb6","SSX7"
"Ssxb6","SSX8P"
"Ssxb6","SSX9P"
"Ssxa1","SSX1"
"Ssxa1","SSX2"
"Ssxa1","SSX2B"
"Ssxb14","SSX1"
"Ssxb14","SSX2"
"Ssxb14","SSX2B"
"Ssxb14","SSX3"
"Ssxb14","SSX4"
"Ssxb14","SSX4B"
"Ssxb14","SSX5"
"Ssxb14","SSX6P"
"Ssxb14","SSX7"
"Ssxb14","SSX8P"
"Ssxb14","SSX9P"
"Ssxb10","SSX1"
"Ssxb10","SSX2"
"Ssxb10","SSX2B"
"Ssxb10","SSX3"
"Ssxb10","SSX4"
"Ssxb10","SSX4B"
"Ssxb10","SSX5"
"Ssxb10","SSX6P"
"Ssxb10","SSX7"
"Ssxb10","SSX8P"
"Ssxb10","SSX9P"
"Ssxb13","SSX1"
"Ssxb13","SSX2"
"Ssxb13","SSX2B"
"Ssxb13","SSX3"
"Ssxb13","SSX4"
"Ssxb13","SSX4B"
"Ssxb13","SSX5"
"Ssxb13","SSX7"
"Ssxb13","SSX8P"
"Ssxb13","SSX9P"
"Ssxb15","SSX1"
"Ssxb15","SSX2"
"Ssxb15","SSX2B"
"Ssxb15","SSX3"
"Ssxb15","SSX4"
"Ssxb15","SSX4B"
"Ssxb15","SSX5"
"Ssxb15","SSX6P"
"Ssxb15","SSX7"
"Ssxb15","SSX8P"
"Ssxb15","SSX9P"
"Ssxb2","SSX2"
"Ssxb2","SSX2B"
"Ssxb2","SSX3"
"Ssxb2","SSX5"
"Ssxb2","SSX6P"
"Ssxb2","SSX7"
"St3gal6","ST3GAL6"
"St6galnac5","ST6GALNAC5"
"Stab2","STAB2"
"Stac2","STAC2"
"Stam","STAM"
"Stap1","STAP1"
"Stard6","STARD6"
"Stard9","STARD9"
"Steap1","STEAP1"
"Steap1","STEAP1B"
"Steap4","STEAP4"
"Stk11ip","STK11IP"
"Stk32c","STK32C"
"Stk4","STK4"
"Stkld1","STKLD1"
"Ston1","STON1"
"Ston1","STON1-GTF2A1L"
"Stpg3","STPG3"
"Stra8","STRA8"
"Strc","STRC"
"Strc","STRCP1"
"Strit1","STRIT1"
"Sts","STS"
"Sucnr1","SUCNR1"
"Sugp2","SUGP2"
"Sult6b2","SULT6B2P"
"Sun3","SUN3"
"Sun5","SUN5"
"Surf6","SURF6"
"Susd3","SUSD3"
"Suv39h2","SUV39H2"
"Svep1","SVEP1"
"Swi5","SWI5"
"Gm2012","SYCP3"
"Gm4836","SYCP3"
"Gm5935","SYCP3"
"Gm10058","SYCP3"
"Gm14819","SYCP3"
"Gm10488","SYCP3"
"Gm10487","SYCP3"
"Gm10147","SYCP3"
"Gm2030","SYCP3"
"Slx","SYCP3"
"Gm5169","SYCP3"
"Gm6121","SYCP3"
"Gm14525","SYCP3"
"Gm10486","SYCP3"
"Gm10230","SYCP3"
"Gm10096","SYCP3"
"Gm14632","SYCP3"
"Gm5168","SYCP3"
"Gm5934","SYCP3"
"Gm4297","SYCP3"
"Gm1993","SYCP3"
"Syde1","SYDE1"
"Syde2","SYDE2"
"Syndig1","SYNDIG1"
"Syngr4","SYNGR4"
"Synj2","SYNJ2"
"Synpo","SYNPO"
"Syt11","SYT11"
"Syt3","SYT3"
"Taar7b","TAAR7P"
"Taar7a","TAAR7P"
"Taar7c-ps","TAAR7P"
"Taar7d","TAAR7P"
"Taar7f","TAAR7P"
"Taar7e","TAAR7P"
"Taar8c","TAAR8"
"Taar8a","TAAR8"
"Taar8b","TAAR8"
"Taf1d","TAF1D"
"Taf3","TAF3"
"Taf9","TAF9"
"Taf9b","TAF9B"
"Tas2r118","TAS2R16"
"Tas2r120","TAS2R19"
"Tas2r120","TAS2R20"
"Tas2r120","TAS2R30"
"Tas2r120","TAS2R31"
"Tas2r120","TAS2R33"
"Tas2r120","TAS2R36"
"Tas2r120","TAS2R43"
"Tas2r120","TAS2R45"
"Tas2r120","TAS2R46"
"Tas2r120","TAS2R50"
"Tasl","TASL"
"Tbc1d21","TBC1D21"
"Tbc1d2b","TBC1D2B"
"Tbc1d8","TBC1D8"
"Tbc1d9b","TBC1D9B"
"Tbx10","TBX10"
"Tbxas1","TBXAS1"
"Tc2n","TC2N"
"Tcea2","TCEA2"
"Tceal1","TCEAL1"
"Tceal3","TCEAL3"
"Tceal3","TCEAL5"
"Tceal6","TCEAL5"
"Tceal6","TCEAL6"
"Tceal5","TCEAL5"
"Tceal7","TCEAL7"
"Tceal8","TCEAL8"
"Tceal9","TCEAL9"
"Tceanc","TCEANC"
"Tcfl5","TCFL5"
"Tchh","TCHH"
"Tchhl1","TCHHL1"
"Tcl1","TCL1A"
"Tcl1b1","TCL1B"
"Tcl1b4","TCL1B"
"Tcl1b5","TCL1B"
"Tcl1b3","TCL1B"
"Tcl1b2","TCL1B"
"Tcp11","TCP11"
"Tcp11x2","TCP11X2"
"Tctn3","TCTN3"
"Tdrp","TDRP"
"Tead2","TEAD2"
"Tead4","TEAD4"
"Tecpr2","TECPR2"
"Tedc2","TEDC2"
"Teddm1a","TEDDM1"
"Teddm1b","TEDDM1"
"Teddm2","TEDDM2P"
"Teddm3","TEDDM3P"
"Tekt1","TEKT1"
"Tekt5","TEKT5"
"Tektip1","TEKTIP1"
"Tent5d","TENT5D"
"Tes","TES"
"Tesl1","TES"
"Teshl","TESHL"
"Tex101","TEX101"
"Tex12","TEX12"
"Tex13a","TEX13A"
"Tex13a","TEX13B"
"Tex13b","TEX13B"
"Tex13d","TEX13C"
"Tex13d","TEX13D"
"Tex13c1","TEX13C"
"Arhgap33os","TEX14BP"
"Tex15","TEX15"
"Tex16","TEX16P"
"Tex19.1","TEX19"
"Tex19.2","TEX19"
"Tex21","TEX21P"
"Tex22","TEX22"
"Tex28","TEX28"
"Tex29","TEX29"
"Tex35","TEX35"
"Tex38","TEX38"
"Tex44","TEX44"
"Tex46","TEX46"
"Tex48","TEX48"
"Tex50","TEX50"
"Tex51","TEX51"
"Tex52","TEX52"
"Tex53","TEX53"
"Tex54","TEX54"
"Tex56","TEX56P"
"Trf","TF"
"Tfap4","TFAP4"
"Tff1","TFF1"
"Tff2","TFF2"
"Tff3","TFF3"
"Tgfb1i1","TGFB1I1"
"Tgif2","TGIF2"
"Tgif2lx1","TGIF2LX"
"Tgif2lx1","TGIF2LY"
"Tgif2lx2","TGIF2LX"
"Tgif2lx2","TGIF2LY"
"Tgm3","TGM3"
"Tgm4","TGM4"
"Tgm7","TGM7"
"Tgoln2","TGOLN2"
"Tgoln1","TGOLN2"
"Thap2","THAP2"
"5430416N02Rik","THAP9-AS1"
"Them7","THEM7P"
"Themis3","THEMIS3P"
"Thnsl1","THNSL1"
"Thoc2l","THOC2"
"Thoc2","THOC2"
"Thsd1","THSD1"
"Gt(ROSA)26Sor","THUMPD3-AS1"
"Ticam2","TICAM2"
"Tifab","TIFAB"
"Tigd2","TIGD2"
"Tigd3","TIGD3"
"Tigd4","TIGD4"
"Tigd5","TIGD5"
"Tigit","TIGIT"
"Timp1","TIMP1"
"Timp3","TIMP3"
"Tincr","TINCR"
"Tiparp","TIPARP"
"Tldc2","TLDC2"
"Tle1","TLE1"
"Tle4","TLE4"
"Tll2","TLL2"
"Tm4sf1","TM4SF1"
"Tm4sf19","TM4SF19"
"Tm4sf20","TM4SF20"
"Tmbim7","TMBIM7P"
"Tmc3","TMC3"
"Tmc5","TMC5"
"Tmc7","TMC7"
"Tmco2","TMCO2"
"Tmco5","TMCO5A"
"Tmco5b","TMCO5B"
"Tmdd1","TMDD1"
"Tmed11","TMED11P"
"Tmem102","TMEM102"
"Tmem109","TMEM109"
"Tmem114","TMEM114"
"Tmem132d","TMEM132D"
"Tmem139","TMEM139"
"Tmem140","TMEM140"
"Tmem143","TMEM143"
"Tmem151a","TMEM151A"
"Tmem156","TMEM156"
"Tmem158","TMEM158"
"Tmem164","TMEM164"
"Tmem171","TMEM171"
"Tmem176b","TMEM176B"
"Tmem181a","TMEM181"
"Tmem190","TMEM190"
"Tmem191","TMEM191B"
"Tmem191","TMEM191C"
"Tmem198b","TMEM198B"
"Tmem200b","TMEM200B"
"Tmem202","TMEM202"
"Tmem207","TMEM207"
"Tmem210","TMEM210"
"Tmem212","TMEM212"
"Tmem213","TMEM213"
"Tmem215","TMEM215"
"Tmem217","TMEM217"
"Tmem217","TMEM217B"
"Tmem217b","TMEM217B"
"Tmem225","TMEM225"
"Tmem233","TMEM233"
"Tmem238l","TMEM238L"
"Tmem239","TMEM239"
"Tmem241","SLC35D4"
"Tmem247","TMEM247"
"Tmem249","CATSPERQ"
"Tmem25","TMEM25"
"Tmem250","TMEM250"
"Tmem252","TMEM252"
"Tmem255b","TMEM255B"
"Tmem262","CATSPERH"
"Tmem265","TMEM265"
"Tmem270","TMEM270"
"Tmem271rt","TMEM271"
"Tmem273","TMEM273"
"Tmem274","TMEM274P"
"Tmem275","TMEM275"
"Tmem35b","TMEM35B"
"Tmem40","TMEM40"
"Tmem52","TMEM52"
"Tmem52b","TMEM52B"
"Tmem61","TMEM61"
"Tmem74","TMEM74"
"Tmem80","TMEM80"
"Tmem87a","TMEM87A"
"Tmem278","TMEM278"
"Tmem89","TMEM89"
"Tmem8b","TMEM8B"
"Tmem9","TMEM9"
"Tmem92","TMEM92"
"Tmem95","TMEM95"
"Tmlhe","TMLHE"
"Tmprss11a","TMPRSS11A"
"Tmprss11b","TMPRSS11B"
"Tmprss11c","TMPRSS11CP"
"Tmprss11d","TMPRSS11D"
"Tmprss11e","TMPRSS11E"
"Tmprss11f","TMPRSS11F"
"Tmprss11g","TMPRSS11GP"
"Tmprss6","TMPRSS6"
"Tmsb15a","TMSB15A"
"Tnfaip6","TNFAIP6"
"Tnfrsf12a","TNFRSF12A"
"Tnfrsf13b","TNFRSF13B"
"Tnfrsf13c","TNFRSF13C"
"Tnfrsf17","TNFRSF17"
"Tnfrsf25","TNFRSF25"
"Tnfrsf4","TNFRSF4"
"Tnfrsf8","TNFRSF8"
"Tnfsf15","TNFSF15"
"Tnfsf4","TNFSF4"
"Tnfsf8","TNFSF8"
"Tnfsf9","TNFSF9"
"Tnip3","TNIP3"
"Tnks1bp1","TNKS1BP1"
"Tnks2","TNKS2"
"Tnp1","TNP1"
"Tnp2","TNP2"
